trade_id,long_ticker,short_ticker,entry_date,exit_date,days_held,long_total_return,short_total_return,spread_total_return,max_drawdown
TAA-2024-01,USEQMA,GLGOLD,2024-04-25,2025-12-19,403,0.39691944865194695,0.6118430145447353,-0.16336187931919854,-0.2769964418660925
