date,long_return,ticker.x,short_return,ticker.y,spread_return,spread_nav,peak_nav,drawdown
2024-09-02,-0.002888293746865833,UKBO10,2.0253968253968255e-4,CASH_GBP,-0.0030908334294055158,0.9969091665705945,0.9969091665705945,0
2024-09-03,0.005248496451025764,UKBO10,2.0293650793650793e-4,CASH_GBP,0.005045559943089256,1.0019391315283415,1.0019391315283415,0
2024-09-04,0.004463618463102836,UKBO10,2.0190476190476192e-4,CASH_GBP,0.004261713701198075,1.0062091092529422,1.0062091092529422,0
2024-09-05,0.0019514935777189546,UKBO10,2.0142857142857142e-4,CASH_GBP,0.0017500650062903832,1.0079700406040566,1.0079700406040566,0
2024-09-06,0.0019656881109790802,UKBO10,2.0075396825396826e-4,CASH_GBP,0.001764934142725112,1.0097490413435626,1.0097490413435626,0
2024-09-09,0.003010708234895576,UKBO10,2.0075396825396826e-4,CASH_GBP,0.0028099542666416076,1.0125863899705232,1.0125863899705232,0
2024-09-10,0.0030364431435925265,UKBO10,1.9777777777777778e-4,CASH_GBP,0.002838665365814749,1.015460783885628,1.015460783885628,0
2024-09-11,0.004577884053452497,UKBO10,1.990079365079365e-4,CASH_GBP,0.00437887611694456,1.0199073608598785,1.0199073608598785,0
2024-09-12,-0.0014298628132113356,UKBO10,1.9773809523809522e-4,CASH_GBP,-0.0016276009084494308,1.0182473587128087,1.0199073608598785,-0.0016276009084494891
2024-09-13,0.0014346575227428549,UKBO10,1.9476190476190477e-4,CASH_GBP,0.00123989561798095,1.0195098791508974,1.0199073608598785,-3.897233457027527e-4
2024-09-16,8.52673588592312e-4,UKBO10,1.937301587301587e-4,CASH_GBP,6.589434298621533e-4,1.0201816784874433,1.0201816784874433,0
2024-09-17,-7.959173702594136e-4,UKBO10,1.9261904761904761e-4,CASH_GBP,-9.885364178784611e-4,1.019173191745406,1.0201816784874433,-9.885364178784384e-4
2024-09-18,-0.006027122990487022,UKBO10,1.8908730158730157e-4,CASH_GBP,-0.006216210292074323,1.0128377968614721,1.0201816784874433,-0.007198601759697887
2024-09-19,-0.00324059244796282,UKBO10,1.8785714285714285e-4,CASH_GBP,-0.003428449590819963,1.0093653335312553,1.0201816784874433,-0.010602371307260383
2024-09-20,-8.696987596291672e-4,UKBO10,1.853174603174603e-4,CASH_GBP,-0.0010550162199466275,1.008300436732528,1.0201816784874433,-0.011646201853508065
2024-09-23,-0.0012571223189147274,UKBO10,1.8384920634920637e-4,CASH_GBP,-0.0014409715252639338,1.0068475045142853,1.0201816784874433,-0.013070391533523518
2024-09-24,-0.001508750748144272,UKBO10,1.8384920634920637e-4,CASH_GBP,-0.0016925999544934783,1.0051433144739625,1.0201816784874433,-0.014740868543902108
2024-09-25,-0.0037862125984232664,UKBO10,1.834126984126984e-4,CASH_GBP,-0.003969625296835965,1.0011532721458811,1.0201816784874433,-0.01865197811606889
2024-09-26,-0.0012452073720020662,UKBO10,1.8361111111111112e-4,CASH_GBP,-0.0014288184831131774,0.9997228058462099,1.0201816784874433,-0.020054146308103205
2024-09-27,0.002600466614506969,UKBO10,1.8273809523809527e-4,CASH_GBP,0.0024177285192688736,1.0021398641852677,1.0201816784874433,-0.01768490327029304
2024-09-30,-0.002306095898987448,UKBO10,1.8353174603174602e-4,CASH_GBP,-0.002489627645019194,0.9996449090752163,1.0201816784874433,-0.020130502091231017
2024-10-01,0.005533546167697079,UKBO10,1.8253968253968252e-4,CASH_GBP,0.005351006485157396,1.0049940154665324,1.0201816784874433,-0.01488721405331317
2024-10-02,-0.006846986197841853,UKBO10,1.8250000000000002e-4,CASH_GBP,-0.007029486197841854,0.9979294239058968,1.0201816784874433,-0.021812050785443016
2024-10-03,0.0012447542880529294,UKBO10,1.8250000000000002e-4,CASH_GBP,0.0010622542880529295,0.998989478715615,1.0201816784874433,-0.0207729664418681
2024-10-04,-0.008802127117347847,UKBO10,1.840873015873016e-4,CASH_GBP,-0.008986214418935148,0.9900123450576163,1.0201816784874433,-0.029572510530239238
2024-10-07,-0.006102814620087771,UKBO10,1.8488095238095237e-4,CASH_GBP,-0.006287695572468723,0.9837874488189081,1.0201816784874433,-0.03567426315918021
