trade_id,long_ticker,short_ticker,entry_date,exit_date,days_held,long_total_return,short_total_return,spread_total_return,max_drawdown
TAA-2025-LongGilts,UKBO10,CASH_GBP,2024-04-01,NA,454,0.03741861589790929,0.08508016535152096,-0.04393309951837643,-0.08579800376554336
