date,long_return,ticker.x,short_return,ticker.y,spread_return,spread_nav,peak_nav,drawdown
2024-02-01,0.012493688211609788,USEQMA,0.004104993454731032,CNEQMA,0.008388694756878756,1.0083886947568788,1.0083886947568788,0
2024-02-02,0.01068444607751462,USEQMA,-0.01771594524277098,CNEQMA,0.0284003913202856,1.037027328290926,1.037027328290926,0
2024-02-05,-0.0031863375266721894,USEQMA,0.01331866427065087,CNEQMA,-0.01650500179732306,1.019911190373611,1.037027328290926,-0.01650500179732306
2024-02-06,0.0023104108269635937,USEQMA,0.05449056547683462,CNEQMA,-0.052180154649871024,0.9666920667307821,1.037027328290926,-0.06782392290091321
2024-02-07,0.008241457963390042,USEQMA,-0.01376257661221203,CNEQMA,0.02200403457560207,0.9879631923910864,1.037027328290926,-0.04731228826987588
2024-02-08,5.705832608251526e-4,USEQMA,-0.018167447341863263,CNEQMA,0.018738030602688416,1.0064756769244403,1.037027328290926,-0.02946079677267166
2024-02-09,0.0057423415255595245,USEQMA,0.00938581503303837,CNEQMA,-0.003643473507478845,1.0028086094596442,1.037027328290926,-0.03299693064760012
2024-02-12,-9.489536011326738e-4,USEQMA,0.01620617038890715,CNEQMA,-0.017155123990039822,0.9856053034260845,1.037027328290926,-0.049585988201089615
2024-02-13,-0.013674255653625456,USEQMA,-0.02091488727164814,CNEQMA,0.007240631618022686,0.9927417083489624,1.037027328290926,-0.04270439045704666
2024-02-14,0.009579763275017639,USEQMA,0.01708943783321981,CNEQMA,-0.007509674558202173,0.985286541198908,1.037027328290926,-0.04989336894070995
2024-02-15,0.005821250684729495,USEQMA,0.0026252637916990285,CNEQMA,0.003195986893030467,0.988435504070459,1.037027328290926,-0.04685684060086315
2024-02-16,-0.0048034698371121065,USEQMA,0.015710966050291653,CNEQMA,-0.02051443588740376,0.9681583072933719,1.037027328290926,-0.06641003483587427
2024-02-20,-0.006005322001165325,USEQMA,-0.008249490812187732,CNEQMA,0.0022441688110224067,0.970331017970732,1.037027328290926,-0.06431490135376938
2024-02-21,0.001264199922982101,USEQMA,0.02105528329532147,CNEQMA,-0.01979108337233937,0.9511271158953063,1.037027328290926,-0.08283312315133251
2024-02-22,0.02112288421741404,USEQMA,0.012474517796744244,CNEQMA,0.008648366420669795,0.9593528117062038,1.037027328290926,-0.07490112793144388
2024-02-23,3.479475462115911e-4,USEQMA,0.0032688856402876,CNEQMA,-0.002920938094076009,0.9565506015328322,1.037027328290926,-0.07760328446765574
2024-02-26,-0.003786751350190576,USEQMA,-0.008772055306863424,CNEQMA,0.0049853039566728485,0.9613192970314115,1.037027328290926,-0.07300485647209043
2024-02-27,0.0017063496993998672,USEQMA,0.013653684739878935,CNEQMA,-0.011947335040479068,0.9498340933088995,1.037027328290926,-0.08407997803271527
2024-02-28,-0.001658155060430544,USEQMA,-0.029433840837608582,CNEQMA,0.02777568577717804,0.9762163866250982,1.037027328290926,-0.05863967130552594
2024-02-29,0.005229094697149161,USEQMA,0.002056012413009567,CNEQMA,0.0031730822841395945,0.9793140015469851,1.037027328290926,-0.05565265752355375
2024-03-01,0.00800782894888763,USEQMA,0.016414453563869724,CNEQMA,-0.008406624614982094,0.9710812763557836,1.037027328290926,-0.06359143113790922
2024-03-04,-0.0011932620709189656,USEQMA,-0.018168029191640178,CNEQMA,0.016974767120721213,0.9875651548772157,1.037027328290926,-0.0476961137516273
2024-03-05,-0.010193100883444606,USEQMA,-0.011051053897417007,CNEQMA,8.579530139724012e-4,0.9884124393783369,1.037027328290926,-0.04687908176220279
2024-03-06,0.005141103203274655,USEQMA,0.015592561201922983,CNEQMA,-0.010451457998648328,0.9780820882828327,1.037027328290926,-0.05684058500679823
2024-03-07,0.010304127925951478,USEQMA,-0.006397152508789916,CNEQMA,0.016701280434741395,0.9944173115274418,1.037027328290926,-0.041088615122330086
